key	depth_1	frequency_1	depth_2	frequency_2
chr20:6303168-6303168	40	0.0000	16	0.0625
chr20:6403830-6403830	54	0.1111	17	0.1176
chr20:8575652-8575652	32	0.5312	14	0.5714
chr20:7430602-7430602	44	0.0000	11	0.0909
chr20:8480087-8480087	42	0.0476	9	0.0000
chr20:8639475-8639475	26	0.1923	15	0.2667
chr20:6535486-6535486	51	0.2353	11	0.4545
chr20:6872138-6872138	55	0.0182	21	0.1429
chr20:6056925-6056925	17	0.0588	15	0.3333
chr20:8462232-8462232	41	0.0732	14	0.2143
chr20:8884636-8884636	53	0.7736	20	0.7500
chr20:7976324-7976324	25	0.9600	14	0.7857
chr20:7880843-7880843	58	0.0000	12	0.0000
chr20:8761610-8761610	22	0.8636	8	0.6250
chr20:9441315-9441315	26	0.0000	12	0.0000
chr20:8533875-8533875	30	0.5667	12	0.4167
chr20:9153523-9153523	30	0.8000	15	0.8667
chr20:7533146-7533146	41	0.0244	10	0.0000
chr20:9474013-9474013	26	0.3077	15	0.2000
chr20:9850656-9850656	30	0.9667	10	0.6000
chr20:6470490-6470490	68	0.0441	20	0.1500
chr20:9018636-9018636	43	0.5116	11	0.6364
chr20:9704668-9704668	28	0.7143	18	0.7778
chr20:8684874-8684874	14	0.2143	20	0.3000
chr20:9618498-9618498	14	0.0000	13	0.0000
chr20:7977821-7977821	43	0.9302	11	1.0000
chr20:7731739-7731739	49	0.2449	19	0.4211
chr20:9121154-9121154	34	0.2647	15	0.0667
chr20:9375768-9375768	69	0.1884	16	0.1250
chr20:6944899-6944899	48	0.0000	11	0.0000
chr20:8050822-8050822	42	0.2381	21	0.3333
chr20:7865059-7865059	30	0.0333	19	0.1053
chr20:8174940-8174940	32	0.4062	23	0.3913
chr20:7400511-7400511	66	0.0000	20	0.0500
chr20:7308652-7308652	92	0.0435	15	0.0000
chr20:9632996-9632996	30	0.1667	13	0.2308
chr20:6178771-6178771	77	0.2208	16	0.2500
chr20:8116037-8116037	35	0.0857	13	0.0769
chr20:9962590-9962590	17	0.0000	13	0.1538
chr20:9462293-9462293	33	0.8182	12	0.6667
chr20:8650899-8650899	44	0.6818	11	0.9091
chr20:9125522-9125522	66	0.1212	22	0.0000
chr20:8626005-8626005	19	0.6316	13	0.6154
chr20:9074959-9074959	31	0.1290	7	0.1429
chr20:7902411-7902411	54	0.5000	18	0.5000
chr20:8916093-8916093	40	0.2000	14	0.1429
chr20:6019139-6019139	38	0.9474	14	0.6429
chr20:9834442-9834442	58	0.1724	10	0.4000
chr20:8748838-8748838	39	0.7949	16	0.6875
chr20:7566606-7566606	46	0.0000	22	0.0000
chr20:8957809-8957809	35	0.9714	12	1.0000
chr20:8436155-8436155	27	0.5556	15	0.2667
chr20:8936985-8936985	24	0.0000	14	0.0714
chr20:8050889-8050889	37	0.7027	26	0.5769
chr20:9377139-9377139	46	0.1087	23	0.1304
chr20:9566946-9566946	27	0.2222	15	0.2000
chr20:8338060-8338060	43	0.0000	19	0.0526
chr20:6560900-6560900	37	0.1622	17	0.2353
chr20:9061876-9061876	19	0.6842	13	0.7692
chr20:8977081-8977081	47	0.1489	20	0.3000
chr20:6578569-6578569	42	0.0952	12	0.0000
chr20:6700771-6700771	55	0.4364	19	0.2632
chr20:8570609-8570609	41	0.3415	18	0.5556
chr20:6150941-6150941	30	0.0000	24	0.1250
chr20:6878678-6878678	20	0.0500	11	0.0909
chr20:6944567-6944567	56	0.0714	13	0.0000
chr20:9687639-9687639	38	0.2632	23	0.2609
chr20:6065076-6065076	24	0.2083	21	0.3333
chr20:6970888-6970888	31	0.2903	12	0.0833
chr20:7890459-7890459	32	0.2188	11	0.0909
chr20:6121214-6121214	17	0.2941	14	0.1429
chr20:6543758-6543758	35	0.9143	30	0.9333
chr20:8083853-8083853	42	0.0000	13	0.0769
chr20:8480264-8480264	33	0.5152	7	0.4286
chr20:7718994-7718994	3	0.0000	13	0.0000
chr20:9799812-9799812	19	0.6316	23	0.4783
chr20:6387445-6387445	31	0.5806	17	0.6471
chr20:8023609-8023609	28	0.3571	16	0.4375
chr20:8986367-8986367	15	0.3333	18	0.3333
chr20:9482605-9482605	37	0.2703	18	0.5000
chr20:6185490-6185490	46	0.0000	14	0.0000
chr20:6035834-6035834	32	1.0000	25	0.9600
chr20:7786612-7786612	34	0.0000	8	0.0000
chr20:8803949-8803949	23	0.1304	31	0.5161
chr20:9359785-9359785	28	0.0000	17	0.0588
chr20:6056487-6056487	12	1.0000	14	0.6429
chr20:9515304-9515304	25	0.0000	6	0.0000
chr20:7553625-7553625	62	0.5161	17	0.4706
chr20:6483496-6483496	24	0.6250	14	0.5000
chr20:9688823-9688823	42	0.0000	24	0.0000
chr20:7399407-7399407	46	0.0000	10	0.1000
chr20:6018085-6018085	19	0.6316	16	0.3750
chr20:7651685-7651685	39	0.3077	17	0.1176
chr20:8868969-8868969	29	0.1379	16	0.2500
chr20:8680252-8680252	43	0.4884	5	0.8000
chr20:9019506-9019506	37	0.0000	9	0.1111
chr20:7134435-7134435	39	0.3077	16	0.4375
chr20:9535054-9535054	51	0.0196	25	0.0000
chr20:8410590-8410590	80	0.4625	16	0.3750
chr20:9076322-9076322	17	0.0000	14	0.1429
chr20:7289620-7289620	38	0.0000	27	0.0000
chr20:9045988-9045988	29	0.5862	21	0.6667
chr20:9893247-9893247	21	0.0000	19	0.0000
chr20:9374367-9374367	44	0.0000	10	0.1000
chr20:6132384-6132384	10	0.1000	24	0.0000
chr20:8235893-8235893	77	0.0260	23	0.1304
chr20:6465391-6465391	30	0.0333	18	0.1111
chr20:8323165-8323165	40	0.8000	12	0.7500
chr20:6670271-6670271	55	0.4545	23	0.4348
chr20:8036399-8036399	47	0.9574	22	1.0000
chr20:9476747-9476747	37	0.5135	19	0.5789
chr20:7068294-7068294	40	0.0250	27	0.0370
chr20:7596577-7596577	29	0.3103	14	0.3571
chr20:6851422-6851422	24	0.8333	13	0.6923
chr20:8788780-8788780	24	0.4583	19	0.3158
chr20:7568463-7568463	41	0.2195	20	0.0500
chr20:9588406-9588406	51	0.0980	16	0.2500
chr20:6881102-6881102	27	0.2222	6	0.1667
chr20:7403153-7403153	13	0.0769	15	0.0667
chr20:6057432-6057432	32	0.8438	20	0.9000
chr20:6896705-6896705	43	0.0000	15	0.0667
chr20:6669896-6669896	34	0.1765	24	0.5417
chr20:6692995-6692995	30	0.0667	11	0.0909
chr20:8536735-8536735	38	0.8158	16	0.8125
chr20:6479944-6479944	45	0.0222	9	0.1111
chr20:7619293-7619293	25	0.8400	19	0.5263
chr20:7775767-7775767	74	0.0135	19	0.1579
chr20:8502616-8502616	64	0.0000	13	0.0000
chr20:9431503-9431503	21	0.0476	14	0.1429
chr20:6386012-6386012	35	0.2286	14	0.2143
chr20:9288428-9288428	13	0.5385	18	0.6667
chr20:9532876-9532876	21	0.7143	17	0.2941
chr20:6738480-6738480	37	0.0270	16	0.0625
chr20:8765591-8765591	50	0.6200	19	0.7895
chr20:8834584-8834584	21	0.1429	20	0.5500
chr20:9427890-9427890	29	0.8276	14	0.7857
chr20:6986443-6986443	39	0.8462	16	0.8750
chr20:6969231-6969231	17	0.8824	22	0.8182
chr20:9864803-9864803	28	0.3571	6	0.1667
chr20:8771965-8771965	9	0.0000	17	0.0000
chr20:6052995-6052995	6	0.0000	14	0.1429
chr20:9915123-9915123	40	0.9750	15	0.8000
chr20:9598742-9598742	36	0.8611	14	0.7857
chr20:9885688-9885688	28	0.3929	12	0.5000
chr20:9043453-9043453	31	0.3226	12	0.5833
chr20:8685520-8685520	9	0.1111	22	0.2727
chr20:6632817-6632817	52	0.0000	22	0.0000
chr20:7778123-7778123	58	0.0862	17	0.1176
chr20:6935787-6935787	52	0.4808	14	0.7857
chr20:6173088-6173088	50	0.4200	20	0.2500
chr20:7756055-7756055	36	0.1389	10	0.4000
chr20:6106962-6106962	28	0.2143	15	0.1333
chr20:8366787-8366787	47	0.8723	12	0.7500
chr20:8315879-8315879	29	0.2759	13	0.1538
chr20:8092487-8092487	35	0.0286	11	0.2727
chr20:6134148-6134148	20	0.0000	17	0.1765
chr20:9846455-9846455	52	0.5192	8	0.2500
chr20:8315764-8315764	32	0.4688	24	0.5833
chr20:8425793-8425793	38	0.2895	23	0.4348
chr20:7267679-7267679	49	0.0816	16	0.3125
chr20:8650629-8650629	49	0.0408	16	0.1250
chr20:7016165-7016165	77	0.6623	14	0.6429
chr20:7752972-7752972	50	0.0000	8	0.1250
chr20:9417462-9417462	51	0.1373	20	0.0500
chr20:6350184-6350184	23	0.4348	15	0.5333
chr20:8140954-8140954	21	0.6190	10	0.6000
chr20:9049034-9049034	50	0.6600	17	0.4118
chr20:9526451-9526451	50	0.2000	9	0.1111
chr20:8198332-8198332	29	0.3793	23	0.3043
chr20:7289840-7289840	13	0.0000	19	0.0526
chr20:8257616-8257616	33	0.1818	20	0.2500
chr20:9939546-9939546	49	0.1020	9	0.2222
chr20:7541217-7541217	14	0.0714	8	0.1250
chr20:8451495-8451495	24	0.5833	16	0.6250
chr20:9265835-9265835	38	0.2895	16	0.2500
chr20:7952104-7952104	46	0.0000	11	0.0909
chr20:7997448-7997448	17	1.0000	30	0.9000
chr20:7813940-7813940	27	0.0370	13	0.0769
chr20:9374157-9374157	47	0.0638	19	0.0526
chr20:7178248-7178248	63	0.6032	22	0.2727
chr20:8215987-8215987	50	1.0000	17	0.8235
chr20:7805395-7805395	41	0.0000	8	0.2500
chr20:6644248-6644248	46	0.0217	24	0.0000
chr20:6005439-6005439	64	0.0781	13	0.0769
chr20:7349090-7349090	42	0.1190	14	0.3571
chr20:9069547-9069547	21	0.0952	13	0.0000
chr20:6803493-6803493	29	0.5517	24	0.7500
chr20:9068282-9068282	15	0.0000	10	0.0000
chr20:8249757-8249757	33	0.3333	13	0.0769
chr20:6416363-6416363	25	0.0000	19	0.1053
chr20:8218701-8218701	56	0.5536	15	0.3333
chr20:6645345-6645345	35	0.0000	19	0.0526
chr20:9747010-9747010	30	0.3667	13	0.2308
chr20:9272069-9272069	13	0.0000	13	0.0769
chr20:9016239-9016239	44	0.3409	9	0.2222
chr20:9495540-9495540	23	0.1739	9	0.3333
chr20:6819735-6819735	29	0.0000	17	0.0000
chr20:7194280-7194280	15	0.6000	26	0.8077
chr20:8772860-8772860	25	0.7600	23	0.7826
chr20:9346592-9346592	51	0.0000	10	0.3000
chr20:9297921-9297921	39	0.1282	9	0.0000
chr20:7424029-7424029	10	0.6000	14	0.7857
chr20:8762500-8762500	52	0.4423	17	0.4706
chr20:9768638-9768638	15	0.4667	11	0.6364
chr20:9278131-9278131	52	0.3654	11	0.1818
chr20:9497972-9497972	37	0.7838	14	0.7143
chr20:8719791-8719791	48	0.7292	31	0.7419
chr20:7395425-7395425	34	0.5000	24	0.3750
chr20:6879420-6879420	26	0.9615	5	0.6000
chr20:9533451-9533451	9	0.6667	17	0.4706
chr20:6452499-6452499	26	0.2692	29	0.1724
chr20:8299406-8299406	35	0.0000	22	0.0455
chr20:6080739-6080739	29	0.0000	14	0.0000
chr20:7177982-7177982	35	0.0000	15	0.1333
chr20:8650281-8650281	36	0.8333	12	0.7500
chr20:9225206-9225206	47	0.5957	17	0.6471
chr20:6691622-6691622	45	0.4444	18	0.5000
chr20:7594989-7594989	38	0.8421	16	0.8125
chr20:9588983-9588983	46	0.1522	19	0.1579
chr20:6167299-6167299	26	0.1923	25	0.2000
chr20:6923567-6923567	24	0.5833	13	0.7692
chr20:7650530-7650530	37	0.4324	11	0.2727
chr20:9678422-9678422	32	0.8438	15	0.6000
chr20:6543219-6543219	59	0.1017	9	0.3333
chr20:7397428-7397428	40	0.0500	22	0.0455
chr20:6251429-6251429	20	0.0000	12	0.0833
chr20:7463137-7463137	78	0.2308	14	0.4286
chr20:8846000-8846000	34	0.0294	11	0.1818
chr20:7128857-7128857	31	0.0000	20	0.0500
chr20:9823765-9823765	30	0.3000	25	0.6800
chr20:6481073-6481073	50	0.0000	14	0.0714
chr20:6025956-6025956	38	0.8947	19	0.8421
chr20:9724711-9724711	47	0.5957	17	0.7647
chr20:6399937-6399937	32	0.2500	19	0.4211
chr20:7222195-7222195	25	0.0400	12	0.5000
chr20:8543700-8543700	23	0.0000	16	0.0000
chr20:9462580-9462580	33	0.7273	11	0.8182
chr20:6334001-6334001	47	0.5106	14	0.7143
chr20:7701438-7701438	5	0.6000	12	0.4167
chr20:6695025-6695025	44	0.0227	14	0.1429
chr20:7946825-7946825	44	0.3409	17	0.6471
chr20:7591965-7591965	42	0.0000	22	0.0000
chr20:9489953-9489953	32	0.2500	16	0.1875
chr20:8898652-8898652	20	0.7500	19	0.7895
chr20:8536624-8536624	19	0.0000	8	0.0000
chr20:8274419-8274419	32	0.0000	12	0.0000
chr20:7834698-7834698	38	0.9737	15	1.0000
chr20:9097859-9097859	47	0.0000	18	0.1667
chr20:9669837-9669837	25	0.8800	17	0.7647
chr20:7373651-7373651	23	0.4348	14	0.6429
chr20:8501827-8501827	34	0.9412	10	0.6000
chr20:7593741-7593741	43	0.0698	15	0.1333
chr20:9566183-9566183	21	0.6667	15	0.4667
chr20:6716948-6716948	37	0.1081	14	0.4286
chr20:8861557-8861557	19	0.2632	10	0.4000
chr20:9140643-9140643	24	0.0417	10	0.3000
chr20:9250242-9250242	41	0.0000	14	0.0714
chr20:9465097-9465097	51	0.1961	19	0.1579
chr20:9617314-9617314	55	0.0182	20	0.0000
chr20:8144105-8144105	26	0.3077	10	0.5000
chr20:6229992-6229992	52	0.2115	6	0.3333
chr20:8255538-8255538	66	0.8182	21	0.6667
chr20:7591886-7591886	50	0.3200	11	0.1818
chr20:8957746-8957746	25	0.1600	16	0.2500
chr20:6256648-6256648	40	0.4000	19	0.3158
chr20:6801688-6801688	49	0.0000	16	0.1250
chr20:9395436-9395436	32	0.3438	19	0.7368
chr20:7832907-7832907	22	0.0000	9	0.3333
chr20:6109696-6109696	17	0.0000	13	0.0769
chr20:7908983-7908983	34	0.7353	10	0.6000
chr20:7395190-7395190	40	0.4250	19	0.3684
chr20:8447566-8447566	29	0.2069	18	0.1111
chr20:6931136-6931136	50	0.0000	13	0.0769
chr20:8940111-8940111	27	0.7037	17	0.6471
chr20:7815042-7815042	62	0.0645	19	0.1053
chr20:6854089-6854089	43	0.3023	9	0.4444
chr20:6233182-6233182	10	0.0000	8	0.1250
chr20:7798696-7798696	23	0.0435	18	0.0556
chr20:7336207-7336207	59	0.0847	13	0.1538
chr20:7666186-7666186	25	0.8800	16	0.8750
chr20:6062984-6062984	26	0.0769	17	0.0588
chr20:7004840-7004840	38	0.1842	16	0.1875
chr20:7639352-7639352	36	0.7500	11	0.5455
chr20:6713167-6713167	24	0.0833	15	0.2000
chr20:8931643-8931643	34	0.9412	21	0.9048
chr20:6212553-6212553	33	0.6970	13	0.5385
chr20:7220941-7220941	2	0.0000	9	0.0000
chr20:6946556-6946556	42	0.7857	14	0.7857
chr20:7341786-7341786	46	0.0435	10	0.3000
chr20:7888080-7888080	44	0.0000	13	0.2308
chr20:7620977-7620977	59	0.0000	15	0.2000
chr20:9050252-9050252	28	0.4643	17	0.5294
chr20:8052412-8052412	31	0.4516	11	0.5455
chr20:7059674-7059674	42	0.0000	24	0.0833
chr20:9113060-9113060	51	0.2157	14	0.3571
chr20:7573040-7573040	30	0.1667	21	0.0952
chr20:6065345-6065345	6	0.8333	11	0.9091
chr20:7572795-7572795	30	0.2333	14	0.3571
chr20:9516740-9516740	22	0.0000	17	0.2353
chr20:6641037-6641037	17	0.0000	19	0.0000
chr20:6675963-6675963	39	0.3077	14	0.5000
chr20:7316372-7316372	58	0.0000	13	0.0769
chr20:7980588-7980588	34	0.7059	14	0.2857
chr20:8779412-8779412	36	0.7778	17	0.8235
chr20:6955066-6955066	38	0.0000	16	0.0625
chr20:9107976-9107976	24	0.2083	16	0.1250
chr20:7032843-7032843	10	0.0000	19	0.1579
chr20:8644162-8644162	8	0.2500	14	0.6429
chr20:9837168-9837168	63	0.5397	10	0.4000
chr20:8839294-8839294	36	0.7778	15	0.6000
chr20:6020644-6020644	10	0.9000	13	1.0000
chr20:8532220-8532220	38	0.7105	18	0.8333
chr20:6792227-6792227	26	0.0385	15	0.1333
chr20:6591032-6591032	35	0.0286	21	0.0476
chr20:9461094-9461094	46	0.5000	11	0.7273
chr20:7475763-7475763	53	0.0189	11	0.1818
chr20:7979493-7979493	26	0.8077	13	0.8462
chr20:6123567-6123567	12	0.4167	28	0.5714
chr20:9372467-9372467	75	0.0267	18	0.0556
chr20:9777085-9777085	33	0.3030	16	0.3750
chr20:8306802-8306802	49	0.9592	18	0.9444
chr20:6006135-6006135	11	0.0000	19	0.1053
chr20:6976112-6976112	39	0.0513	10	0.1000
chr20:7457863-7457863	30	0.0333	22	0.0909
chr20:6817391-6817391	36	0.9167	17	0.8235
chr20:8839890-8839890	24	0.2083	20	0.1500
chr20:7216699-7216699	55	0.0182	14	0.0714
chr20:8825472-8825472	33	0.3939	18	0.5556
chr20:9964943-9964943	35	0.0571	14	0.0000
chr20:6067640-6067640	27	0.7778	10	0.4000
chr20:7193910-7193910	49	0.7755	21	0.8095
chr20:6019206-6019206	38	0.9737	10	0.9000
chr20:9385471-9385471	15	0.8667	26	0.6538
chr20:8826989-8826989	49	0.6531	26	0.9231
chr20:7955434-7955434	50	0.1200	10	0.1000
chr20:9759136-9759136	55	0.0000	16	0.0000
chr20:6032011-6032011	62	0.9839	32	0.9062
chr20:9601741-9601741	30	0.1000	20	0.0500
chr20:9306189-9306189	35	0.2857	10	0.0000
chr20:7179346-7179346	14	0.0000	8	0.3750
chr20:8562335-8562335	34	0.1176	10	0.5000
chr20:6065899-6065899	29	0.4138	19	0.5263
chr20:6102818-6102818	29	0.0000	21	0.1429
chr20:9817257-9817257	53	0.7358	15	0.6667
chr20:6681132-6681132	40	0.9750	12	1.0000
chr20:6325315-6325315	46	0.0435	9	0.0000
chr20:9491767-9491767	37	0.6216	13	0.6923
chr20:6292711-6292711	38	0.2632	13	0.3077
chr20:8214290-8214290	29	0.9310	4	0.5000
chr20:7396403-7396403	54	0.0000	22	0.0455
chr20:6559108-6559108	62	0.0645	9	0.0000
chr20:9772146-9772146	74	0.2568	13	0.1538
chr20:6528597-6528597	100	0.0000	15	0.0000
chr20:9414630-9414630	41	0.0000	18	0.0000
chr20:7270115-7270115	53	0.0943	8	0.3750
chr20:9064766-9064766	25	0.1200	9	0.1111
chr20:7832470-7832470	29	0.2759	8	0.5000
chr20:7726738-7726738	45	0.3778	8	0.6250
chr20:6374689-6374689	56	0.2857	6	0.1667
chr20:8469318-8469318	48	0.7500	12	0.8333
chr20:6937171-6937171	32	0.3438	12	0.5000
chr20:6188224-6188224	22	0.0455	15	0.1333
chr20:6734743-6734743	33	0.5152	15	0.4667
chr20:6995467-6995467	61	0.0000	17	0.1176
chr20:7165935-7165935	16	0.3750	10	0.1000
chr20:7779139-7779139	19	0.0526	10	0.4000
chr20:6692841-6692841	19	0.4211	13	0.6154
chr20:9769478-9769478	45	0.3556	14	0.2857
chr20:7888602-7888602	35	0.2000	16	0.1875
chr20:7041034-7041034	24	0.8333	15	0.6667
chr20:8694777-8694777	49	0.8571	19	0.6842
chr20:8061680-8061680	66	0.1061	13	0.0000
chr20:7329946-7329946	63	0.0000	11	0.0909
chr20:6299416-6299416	60	0.1500	12	0.2500
chr20:8226356-8226356	26	0.0769	16	0.1875
chr20:6247412-6247412	27	0.1111	12	0.1667
chr20:7624535-7624535	52	0.1923	11	0.2727
chr20:8823182-8823182	22	0.7273	21	0.7143
chr20:9271795-9271795	55	0.6545	22	0.3182
chr20:7422802-7422802	69	0.0290	19	0.1053
chr20:6931560-6931560	43	0.0233	9	0.2222
chr20:6326986-6326986	48	0.1458	11	0.2727
chr20:7354670-7354670	58	0.5172	25	0.1200
chr20:7229590-7229590	45	0.8222	16	0.8750
chr20:8145726-8145726	25	0.6800	11	0.9091
chr20:6622974-6622974	21	0.0000	12	0.1667
chr20:7004952-7004952	30	0.4333	26	0.2692
chr20:9766113-9766113	10	0.0000	19	0.1579
chr20:8801966-8801966	22	0.0000	20	0.0500
chr20:8617738-8617738	36	0.0000	15	0.0000
chr20:7900094-7900094	56	0.6964	11	0.8182
chr20:9915873-9915873	26	0.0769	15	0.2667
chr20:8710535-8710535	12	0.6667	15	0.6000
chr20:8597845-8597845	10	0.3000	14	0.2143
chr20:8288364-8288364	27	0.5185	11	0.2727
chr20:8809581-8809581	49	0.7347	16	0.4375
chr20:9534380-9534380	31	0.4194	23	0.4348
chr20:9222534-9222534	46	0.5217	19	0.6842
chr20:7821267-7821267	32	0.0312	8	0.2500
chr20:6996686-6996686	25	0.1200	18	0.0000
chr20:8446661-8446661	41	0.8537	18	0.8889
chr20:8734340-8734340	55	0.8182	4	1.0000
chr20:6982813-6982813	59	0.0000	7	0.0000
chr20:6040235-6040235	38	0.8158	9	0.7778
chr20:6788664-6788664	67	0.3433	15	0.6667
chr20:6636200-6636200	38	0.0789	22	0.0909
chr20:9347772-9347772	38	0.0000	15	0.0667
chr20:8853795-8853795	35	0.0000	15	0.0000
chr20:8632692-8632692	24	0.4167	22	0.5909
chr20:9579379-9579379	31	0.3548	13	0.1538
chr20:7814231-7814231	31	0.4194	17	0.4706
chr20:9786069-9786069	38	0.3947	17	0.5294
chr20:8022764-8022764	40	0.9000	5	0.6000
chr20:9177813-9177813	47	0.3830	13	0.3077
chr20:6352278-6352278	30	0.0000	15	0.1333
chr20:7550173-7550173	50	0.1000	13	0.3077
chr20:7078311-7078311	49	0.0816	18	0.2778
chr20:7698863-7698863	55	0.5636	12	0.5000
chr20:9013864-9013864	59	0.0678	9	0.3333
chr20:6645207-6645207	21	0.0000	25	0.0400
chr20:6109264-6109264	47	0.0638	17	0.1176
chr20:7914732-7914732	50	0.1800	16	0.1875
chr20:7754857-7754857	29	0.5172	11	0.7273
chr20:8793523-8793523	30	0.3000	12	0.1667
chr20:6394060-6394060	20	0.2500	28	0.2857
chr20:7379617-7379617	48	0.7917	18	0.6667
chr20:9239263-9239263	40	0.0000	11	0.0909
chr20:7503301-7503301	34	0.1471	13	0.2308
chr20:6336142-6336142	12	0.2500	13	0.5385
chr20:9275779-9275779	41	0.0000	21	0.2381
chr20:7629125-7629125	50	0.0000	24	0.0417
chr20:7308379-7308379	61	0.1311	7	0.0000
chr20:6879550-6879550	12	0.2500	8	0.6250
chr20:6887931-6887931	43	0.0930	15	0.0000
chr20:7119359-7119359	3	0.6667	25	0.4800
chr20:6707794-6707794	28	0.2143	18	0.0556
chr20:9218791-9218791	42	0.1190	20	0.2000
chr20:8055422-8055422	35	0.0000	21	0.0476
chr20:9469941-9469941	23	0.5217	15	0.2667
chr20:7206875-7206875	40	0.1000	10	0.2000
chr20:8726516-8726516	22	0.6818	8	0.8750
chr20:7503707-7503707	36	0.0000	16	0.1250
chr20:9965856-9965856	26	0.0385	6	0.1667
chr20:7521041-7521041	43	0.0000	21	0.0952
chr20:8234867-8234867	49	0.0408	9	0.2222
chr20:6656008-6656008	20	0.4000	26	0.5000
chr20:9255371-9255371	40	0.4750	24	0.5000
chr20:8146843-8146843	55	0.0000	13	0.0000
chr20:8085167-8085167	47	0.1489	15	0.1333
chr20:7885397-7885397	21	0.1429	16	0.3125
chr20:8678575-8678575	26	0.0000	13	0.0769
chr20:8849809-8849809	22	0.1364	14	0.3571
chr20:9434460-9434460	31	0.6452	17	0.9412
chr20:9812298-9812298	64	0.0469	14	0.0000
chr20:6063839-6063839	34	0.0000	16	0.1250
chr20:8124296-8124296	26	0.8077	12	0.5000
chr20:7608486-7608486	36	0.0000	22	0.0000
chr20:9647630-9647630	54	0.3333	16	0.8750
chr20:7345222-7345222	38	0.0263	11	0.0000
chr20:6078558-6078558	25	0.0400	21	0.0476
chr20:8400802-8400802	50	0.9800	12	0.9167
chr20:9927340-9927340	49	0.5918	15	0.7333
chr20:9427902-9427902	35	0.6000	12	0.7500
chr20:8407505-8407505	35	0.9714	20	1.0000
chr20:9696012-9696012	66	0.0606	19	0.1579
chr20:7156339-7156339	28	0.6071	16	0.7500
chr20:8676873-8676873	68	0.0735	10	0.2000
chr20:8251333-8251333	34	0.0294	8	0.1250
chr20:6928215-6928215	35	0.8000	16	0.6875
chr20:6442892-6442892	39	0.0256	28	0.1786
chr20:9746357-9746357	26	0.2308	20	0.1500
chr20:8936491-8936491	6	0.5000	9	0.1111
chr20:8716297-8716297	27	0.6667	14	0.5714
chr20:7597146-7597146	26	0.2692	19	0.3158
chr20:9748947-9748947	51	0.0196	13	0.0000
chr20:9408409-9408409	58	0.0517	22	0.0000
chr20:7239155-7239155	24	0.0000	18	0.0000
chr20:8718414-8718414	27	0.5556	15	0.5333
chr20:6157912-6157912	29	0.2414	16	0.3125
chr20:8335944-8335944	38	0.8684	20	0.6500
chr20:7957399-7957399	29	0.1034	14	0.1429
chr20:8823560-8823560	49	0.0000	18	0.0000
chr20:9624882-9624882	36	0.5556	15	0.6667
chr20:8529274-8529274	44	0.6818	16	1.0000
chr20:8493876-8493876	28	0.3571	10	0.2000
chr20:8719129-8719129	50	0.2800	32	0.1250
chr20:9933526-9933526	44	0.4773	8	0.5000
chr20:9901509-9901509	60	0.7500	11	0.7273
chr20:6562109-6562109	50	0.4600	12	0.5833
chr20:6781223-6781223	37	0.5405	18	0.2778
chr20:7465910-7465910	71	0.0141	19	0.0000
chr20:6583584-6583584	41	0.7317	21	0.6190
chr20:8126396-8126396	40	0.7500	11	1.0000
chr20:8376799-8376799	18	0.3889	14	0.4286
chr20:8786480-8786480	56	0.2321	21	0.2857
chr20:8104289-8104289	47	0.4043	6	0.5000
chr20:8392057-8392057	30	0.8667	16	0.6250
chr20:9020555-9020555	25	0.6000	19	0.8421
chr20:8839795-8839795	16	0.2500	15	0.1333
chr20:9618913-9618913	7	0.0000	19	0.0000
chr20:9682996-9682996	37	0.9730	25	0.7200
chr20:8112953-8112953	44	0.0227	15	0.0667
chr20:6053219-6053219	32	0.0000	7	0.1429
chr20:9207423-9207423	40	0.2750	19	0.3684
chr20:9609419-9609419	31	0.0000	11	0.0000
chr20:9747678-9747678	37	0.2162	17	0.3529
chr20:6019683-6019683	1	0.0000	22	0.6818
chr20:7105502-7105502	43	0.5581	13	0.5385
chr20:7569904-7569904	15	0.4000	21	0.7619
chr20:9228938-9228938	23	0.2609	11	0.1818
chr20:6902186-6902186	34	0.0000	19	0.0000
chr20:8378060-8378060	40	0.6750	17	0.8824
chr20:8338631-8338631	38	0.9211	15	0.8000
chr20:8494407-8494407	50	0.0000	6	0.3333
chr20:6691451-6691451	42	0.2857	20	0.4500
chr20:8126016-8126016	40	0.7250	19	0.7895
chr20:8821471-8821471	9	0.3333	11	0.7273
chr20:9905004-9905004	58	0.0000	20	0.0000
chr20:6915921-6915921	44	0.6364	11	0.6364
chr20:8912398-8912398	38	0.0000	13	0.0769
chr20:9492882-9492882	31	0.6129	13	0.3846
chr20:6674540-6674540	52	0.0385	30	0.0667
chr20:9910093-9910093	28	0.6071	12	0.5000
chr20:6993559-6993559	40	0.3500	14	0.5714
chr20:9269626-9269626	42	0.0000	13	0.1538
chr20:8705186-8705186	37	0.0000	20	0.0500
chr20:9152375-9152375	27	0.0370	9	0.2222
chr20:7829434-7829434	69	0.0435	7	0.1429
chr20:8407730-8407730	26	0.8846	12	1.0000
chr20:6779083-6779083	29	0.0345	16	0.1875
chr20:6917458-6917458	50	0.1400	14	0.3571
chr20:6175576-6175576	57	0.0000	20	0.0500
chr20:7911066-7911066	28	0.0714	13	0.0769
chr20:7670187-7670187	21	0.1429	14	0.3571
chr20:9934651-9934651	63	0.7778	15	0.7333
chr20:8662790-8662790	61	0.8197	23	0.8261
chr20:6800586-6800586	27	0.1481	22	0.0909
